PFA	PD
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
0.0	0.006
